Time [ms];SetVal [ns];BusTime [ns];ActVal [ns];CtlAdj;CtlErr [ns];CtlErrFilt; Drift [ppm]; CtlErr [1/10 pmil]; CtlOutSum; CtlOutTot [pmil];DC StartTime;DCM ErrorCode;DCM InSync;DC InSync;SystemTimeDiff [ns];RefClock FixedAddr
4610; 666000; 1533156897; 0; 0; 0; 0;  0; 0; 0; 0; 0; 2551250952; 0; 1; 0; 1001
4611; 666000; 1534170897; 14000; 0; -14000; 0;  0; 0; 0; 0; 0; 2551250952; 0; 1; 0; 1001
4612; 666000; 1535166937; 10040; 0; -10040; 0;  0; 0; 0; 0; 0; 2551250952; 0; 1; 0; 1001
4613; 666000; 1536165737; 8840; 0; -8840; 0;  0; 0; 0; 0; 0; 2551250952; 0; 1; 0; 1001
4614; 666000; 1537129577; 972680; 2000000; 27320; 27320;  0; 546; -300; 54; 0; 2551250952; 0; 1; 0; 1001
4615; 666000; 1538163137; 6240; 2000000; -6240; 27320;  0; 543; -570; 54; 0; 2551250952; 0; 1; 0; 1001
4616; 666000; 1539162577; 5680; 2000000; -5680; 27320;  0; 540; -813; 54; 0; 2551250952; 0; 1; 0; 1001
4617; 666000; 1540177057; 20160; 2000000; -20160; 21385;  0; 419; -1031; 41; 0; 2551250952; 0; 1; 0; 1001
4618; 666000; 1541156937; 40; 2000000; -40; 21385;  0; 417; -1227; 41; 0; 2551250952; 0; 1; 0; 1001
4619; 666000; 1542144138; 987241; 2000000; 12759; 21385;  0; 415; -1404; 41; 0; 2551250952; 0; 1; 0; 1001
4620; 666000; 1543153258; 996361; 2000000; 3639; 19166;  0; 369; -1563; 36; 0; 2551250952; 0; 1; 0; 1001
4621; 666000; 1544155298; 998401; 2000000; 1599; 19166;  0; 367; -1706; 36; 0; 2551250952; 0; 1; 0; 1001
4622; 666000; 1545163458; 6561; 2000000; -6561; 19166;  0; 366; -1835; 36; 0; 2551250952; 0; 1; 0; 1001
4623; 666000; 1546151619; 994722; 2000000; 5278; 17430;  0; 330; -1951; 33; 0; 2551250952; 0; 1; 0; 1001
4624; 666000; 1547151259; 994362; 500000; 5638; 17430;  -989; -29014; -1455; -100; 0; 2551250952; 0; 1; 0; 1001
4625; 666000; 1548168860; 11963; 500000; -11963; 17430;  -989; -29009; -1009; -100; 0; 2551250952; 0; 1; 0; 1001
4626; 666000; 1549155340; 998443; 500000; 1557; 15445;  -1013; -29701; -608; -100; 0; 2551250952; 0; 1; 0; 1001
4627; 666000; 1550215701; 58804; 500000; -58804; 15445;  -961; -27402; -247; -100; 0; 2551250952; 0; 1; 0; 1001
4628; 666000; 1551216741; 59844; 500000; -59844; 15445;  -915; -24810; 78; -100; 0; 2551250952; 0; 1; 0; 1001
4629; 666000; 1552214902; 58005; 500000; -58005; 6263;  -989; -29217; 370; -100; 0; 2551250952; 0; 1; 0; 1001
4630; 666000; 1553142782; 985885; 500000; 14115; 6263;  -1027; -29871; 633; -100; 0; 2551250952; 0; 1; 0; 1001
4631; 666000; 1554214782; 57885; 500000; -57885; 6263;  -1060; -29868; 869; -100; 0; 2551250952; 0; 1; 0; 1001
4632; 666000; 1555214703; 57806; 500000; -57806; -1745;  -1189; -30026; 1082; -100; 0; 2551250952; 0; 1; 0; 1001
4633; 666000; 1556214423; 57526; 500000; -57526; -1745;  -1280; -30024; 1273; -100; 0; 2551250952; 0; 1; 0; 1001
4634; 666000; 1557135223; 978326; 500000; 21674; -1745;  -1359; -30022; 1445; -100; 0; 2551250952; 0; 1; 0; 1001
4635; 666000; 1558217064; 60167; 500000; -60167; -9047;  -1520; -30166; 1600; -100; 0; 2551250952; 0; 1; 0; 1001
4636; 666000; 1559145423; 988526; 500000; 11474; -9047;  -1636; -30164; 1740; -100; 0; 2551250952; 0; 1; 0; 1001
4637; 666000; 1560217023; 60126; 500000; -60126; -9047;  -1738; -30163; 1866; -100; 0; 2551250952; 0; 1; 0; 1001
4638; 666000; 1561137823; 980926; 500000; 19074; -5531;  -1783; -30091; 1979; -100; 0; 2551250952; 0; 1; 0; 1001
4639; 666000; 1562214504; 57607; 500000; -57607; -5531;  -1707; -30090; 2081; -100; 0; 2551250952; 0; 1; 0; 1001
4640; 666000; 1563217944; 61047; 500000; -61047; -5531;  -1641; -30089; 2172; -100; 0; 2551250952; 0; 1; 0; 1001
4641; 666000; 1564215824; 58927; 500000; -58927; -12205;  -1667; -30222; 2254; -100; 0; 2551250952; 0; 1; 0; 1001
4642; 666000; 1565143184; 986287; 500000; 13713; -12205;  -1589; -30221; 2328; -100; 0; 2551250952; 0; 1; 0; 1001
4643; 666000; 1566168944; 12047; 500000; -12047; -12185;  -1521; -30220; 2395; -100; 0; 2551250952; 0; 1; 0; 1001
4644; 666000; 1567169063; 12166; 500000; -12166; -12182;  -1461; -30219; 2455; -100; 0; 2551250952; 0; 1; 0; 1001
4645; 666000; 1568167463; 10566; 500000; -10566; -11980;  -1315; -30215; 2509; -100; 0; 2551250952; 0; 1; 0; 1001
4646; 666000; 1569130343; 973446; 500000; 26554; -11980;  -1187; -30214; 2558; -100; 0; 2551250952; 0; 1; 0; 1001
4647; 666000; 1570167582; 10685; 500000; -10685; -11818;  -1073; -30210; 2602; -100; 0; 2551250952; 0; 1; 0; 1001
4648; 666000; 1571168062; 11165; 500000; -11165; -11736;  -1017; -30208; 2641; -100; 0; 2551250952; 0; 1; 0; 1001
4649; 666000; 1572162221; 5324; 500000; -5324; -11736;  -967; -28260; 2676; -100; 0; 2551250952; 0; 1; 0; 1001
4650; 666000; 1573132981; 976084; 500000; 23916; -11736;  -924; -25821; 2708; -100; 0; 2551250952; 0; 1; 0; 1001
4651; 666000; 1574182900; 26003; 500000; -26003; -13519;  -824; -20612; 2737; -100; 0; 2551250952; 0; 1; 0; 1001
4652; 666000; 1575179139; 22242; 500000; -22242; -13519;  -738; -16582; 2763; -100; 0; 2551250952; 0; 1; 0; 1001
4653; 666000; 1576179899; 23002; 500000; -23002; -13519;  -662; -13390; 2786; -100; 0; 2551250952; 0; 1; 0; 1001
4654; 666000; 1577150778; 993881; 500000; 6119; -11064;  -565; -9770; 2807; -100; 0; 2551250952; 0; 1; 0; 1001
4655; 666000; 1578150697; 993800; 500000; 6200; -11064;  -483; -7191; 2826; -100; 0; 2551250952; 0; 1; 0; 1001
4656; 666000; 1579162896; 5999; 500000; -5999; -11064;  -411; -5260; 2843; -100; 0; 2551250952; 0; 1; 0; 1001
4657; 666000; 1580222095; 65198; 500000; -65198; -17830;  -435; -6004; 2858; -100; 0; 2551250952; 0; 1; 0; 1001
4658; 666000; 1581154094; 997197; 500000; 2803; -17830;  -457; -6593; 2872; -100; 0; 2551250952; 0; 1; 0; 1001
4659; 666000; 1582215094; 58197; 500000; -58197; -17830;  -476; -7125; 2884; -100; 0; 2551250952; 0; 1; 0; 1001
4660; 666000; 1583219573; 62676; 500000; -62676; -23435;  -562; -9915; 2895; -100; 0; 2551250952; 0; 1; 0; 1001
4661; 666000; 1584144292; 987395; 500000; 12605; -23435;  -616; -11823; 2905; -100; 0; 2551250952; 0; 1; 0; 1001
4662; 666000; 1585155291; 998394; 500000; 1606; -23435;  -663; -13626; 2914; -100; 0; 2551250952; 0; 1; 0; 1001
4663; 666000; 1586142169; 985272; 500000; 14728; -18664;  -644; -12786; 2922; -100; 0; 2551250952; 0; 1; 0; 1001
4664; 666000; 1587145768; 988871; 500000; 11129; -18664;  -659; -13372; 2929; -100; 0; 2551250952; 0; 1; 0; 1001
4665; 666000; 1588214367; 57470; 500000; -57470; -18664;  -671; -13851; 2936; -100; 0; 2551250952; 0; 1; 0; 1001
4666; 666000; 1589154206; 997309; 500000; 2691; -15994;  -649; -12926; 2942; -100; 0; 2551250952; 0; 1; 0; 1001
4667; 666000; 1590214444; 57547; 500000; -57547; -15994;  -545; -9201; 2947; -100; 0; 2551250952; 0; 1; 0; 1001
4668; 666000; 1591218804; 61907; 500000; -61907; -15994;  -454; -6473; 2952; -100; 0; 2551250952; 0; 1; 0; 1001
4669; 666000; 1592214561; 57664; 500000; -57664; -21202;  -439; -6176; 2956; -100; 0; 2551250952; 0; 1; 0; 1001
4670; 666000; 1593152240; 995343; 500000; 4657; -21202;  -356; -4196; 2960; -100; 0; 2551250952; 0; 1; 0; 1001
4671; 666000; 1594215079; 58182; 500000; -58182; -21202;  -284; -2814; 2964; -100; 0; 2551250952; 0; 1; 0; 1001
4672; 666000; 1595182597; 25700; 500000; -25700; -21764;  -227; -1951; 2967; -100; 0; 2551250952; 0; 1; 0; 1001
4673; 666000; 1596181716; 24819; 500000; -24819; -22145;  -242; -2170; 2970; -100; 0; 2551250952; 0; 1; 0; 1001
4674; 666000; 1597145114; 988217; 500000; 11783; -22145;  -255; -2363; 2973; -100; 0; 2551250952; 0; 1; 0; 1001
4675; 666000; 1598163112; 6215; 500000; -6215; -22145;  -267; -2551; 2975; -100; 0; 2551250952; 0; 1; 0; 1001
4676; 666000; 1599162951; 6054; 500000; -6054; -20133;  -285; -2809; 2977; -100; 0; 2551250952; 0; 1; 0; 1001
4677; 666000; 1600162989; 6092; 500000; -6092; -20133;  -301; -3090; 2979; -100; 0; 2551250952; 0; 1; 0; 1001
4678; 666000; 1601132747; 975850; 500000; 24150; -20133;  -315; -3349; 2981; -100; 0; 2551250952; 0; 1; 0; 1001
4679; 666000; 1602179865; 22968; 500000; -22968; -20487;  -267; -2518; 2982; -100; 0; 2551250952; 0; 1; 0; 1001
4680; 666000; 1603181903; 25006; 500000; -25006; -21051;  -231; -1992; 2983; -100; 0; 2551250952; 0; 1; 0; 1001
4681; 666000; 1604149740; 992843; 500000; 7157; -21051;  -200; -1591; 2984; -100; 0; 2551250952; 0; 1; 0; 1001
4682; 666000; 1605148459; 991562; 500000; 8438; -21051;  -166; -1217; 2985; -100; 0; 2551250952; 0; 1; 0; 1001
4683; 666000; 1606153537; 996640; 500000; 3360; -17999;  -94; -595; 2986; -59; 0; 2551250952; 0; 1; 0; 1001
4684; 666000; 1607219614; 62717; 500000; -62717; -17999;  -30; -357; 2987; -35; 0; 2551250952; 0; 1; 0; 1001
4685; 666000; 1608214893; 57996; 500000; -57996; -17999;  25; -311; 2988; -31; 0; 2551250952; 0; 1; 0; 1001
4686; 666000; 1609153890; 996993; 500000; 3007; -15373;  81; -80; 2989; -8; 0; 2551250952; 0; 1; 0; 1001
4687; 666000; 1610216848; 59951; 2000000; -59951; -15373;  130; 229; 2390; 22; 0; 2551250952; 0; 1; 0; 1001
4688; 666000; 1611144045; 987148; 2000000; 12852; -15373;  173; 614; 1851; 61; 0; 2551250952; 0; 1; 0; 1001
4689; 666000; 1612215203; 58306; 2000000; -58306; -20739;  148; 260; 1365; 26; 0; 2551250952; 0; 1; 0; 1001
4690; 666000; 1613156321; 999424; 2000000; 576; -20739;  134; 137; 928; 13; 0; 2551250952; 0; 1; 0; 1001
4691; 666000; 1614214638; 57741; 2000000; -57741; -20739;  121; 33; 535; 3; 0; 2551250952; 0; 1; 0; 1001
4692; 666000; 1615214916; 58019; 500000; -58019; -25399;  51; -424; 781; -42; 0; 2551250952; 0; 1; 0; 1001
4693; 666000; 1616219074; 62177; 500000; -62177; -25399;  -47; -566; 1002; -56; 0; 2551250952; 0; 1; 0; 1001
4694; 666000; 1617133952; 977055; 500000; 22945; -25399;  -133; -1028; 1201; -100; 0; 2551250952; 0; 1; 0; 1001
4695; 666000; 1618168630; 11733; 500000; -11733; -23690;  -188; -1522; 1380; -100; 0; 2551250952; 0; 1; 0; 1001
4696; 666000; 1619168468; 11571; 500000; -11571; -23690;  -268; -2614; 1542; -100; 0; 2551250952; 0; 1; 0; 1001
4697; 666000; 1620168066; 11169; 500000; -11169; -23690;  -338; -3885; 1687; -100; 0; 2551250952; 0; 1; 0; 1001
4698; 666000; 1621129943; 973046; 500000; 26954; -17359;  -321; -3421; 1818; -100; 0; 2551250952; 0; 1; 0; 1001
4699; 666000; 1622157461; 564; 500000; -564; -17359;  -238; -2028; 1936; -100; 0; 2551250952; 0; 1; 0; 1001
4700; 666000; 1623157299; 402; 500000; -402; -17359;  -166; -1154; 2042; -100; 0; 2551250952; 0; 1; 0; 1001
4701; 666000; 1624156697; 999800; 500000; 200; -15164;  -76; -456; 2137; -45; 0; 2551250952; 0; 1; 0; 1001
4702; 666000; 1625128774; 971877; 500000; 28123; -15164;  61; -170; 2223; -17; 0; 2551250952; 0; 1; 0; 1001
4703; 666000; 1626157092; 195; 2000000; -195; -15164;  181; 701; 1700; 70; 0; 2551250952; 0; 1; 0; 1001
4704; 666000; 1627157689; 792; 2000000; -792; -13367;  309; 2614; 1230; 100; 0; 2551250952; 0; 1; 0; 1001
4705; 666000; 1628158806; 1909; 2000000; -1909; -13367;  399; 4520; 807; 100; 0; 2551250952; 0; 1; 0; 1001
4706; 666000; 1629127484; 970587; 2000000; 29413; -13367;  478; 6595; 426; 100; 0; 2551250952; 0; 1; 0; 1001
4707; 666000; 1630131402; 974505; 2000000; 25495; -8509;  608; 10924; 83; 100; 0; 2551250952; 0; 1; 0; 1001
4708; 666000; 1631131639; 974742; 2000000; 25258; -8509;  643; 12234; -226; 100; 0; 2551250952; 0; 1; 0; 1001
4709; 666000; 1632147677; 990780; 2000000; 9220; -8509;  673; 13415; -503; 100; 0; 2551250952; 0; 1; 0; 1001
4710; 666000; 1633132715; 975818; 2000000; 24182; -4422;  750; 16781; -752; 100; 0; 2551250952; 0; 1; 0; 1001
4711; 666000; 1634163992; 7095; 2000000; -7095; -4756;  786; 18431; -976; 100; 0; 2551250952; 0; 1; 0; 1001
4712; 666000; 1635181549; 24652; 2000000; -24652; -4756;  818; 19968; -1178; 100; 0; 2551250952; 0; 1; 0; 1001
4713; 666000; 1636183067; 26170; 2000000; -26170; -4756;  846; 21364; -1360; 100; 0; 2551250952; 0; 1; 0; 1001
4714; 666000; 1637153865; 996968; 2000000; 3032; -3782;  860; 22098; -1524; 100; 0; 2551250952; 0; 1; 0; 1001
4715; 666000; 1638151263; 994366; 2000000; 5634; -3782;  872; 22720; -1671; 100; 0; 2551250952; 0; 1; 0; 1001
4716; 666000; 1639157741; 844; 2000000; -844; -3414;  887; 23518; -1803; 100; 0; 2551250952; 0; 1; 0; 1001
4717; 666000; 1640214859; 57962; 2000000; -57962; -3414;  840; 21081; -1922; 100; 0; 2551250952; 0; 1; 0; 1001
4718; 666000; 1641148737; 991840; 2000000; 8160; -3414;  799; 19064; -2029; 100; 0; 2551250952; 0; 1; 0; 1001
4719; 666000; 1642214895; 57998; 2000000; -57998; -10237;  677; 13524; -2126; 100; 0; 2551250952; 0; 1; 0; 1001
4720; 666000; 1643218413; 61516; 2000000; -61516; -10237;  520; 7886; -2213; 100; 0; 2551250952; 0; 1; 0; 1001
4721; 666000; 1644173171; 16274; 2000000; -16274; -10237;  386; 4243; -2291; 100; 0; 2551250952; 0; 1; 0; 1001
4722; 666000; 1645129570; 972673; 2000000; 27327; -5541;  328; 3093; -2361; 100; 0; 2551250952; 0; 1; 0; 1001
4723; 666000; 1646168448; 11551; 2000000; -11551; -5541;  277; 2167; -2424; 100; 0; 2551250952; 0; 1; 0; 1001
4724; 666000; 1647159446; 2549; 2000000; -2549; -5167;  225; 1391; -2481; 100; 0; 2551250952; 0; 1; 0; 1001
4725; 666000; 1648157125; 228; 2000000; -228; -4549;  187; 933; -2532; 93; 0; 2551250952; 0; 1; 0; 1001
4726; 666000; 1649128643; 971746; 2000000; 28254; -4549;  150; 558; -2578; 55; 0; 2551250952; 0; 1; 0; 1001
4727; 666000; 1650158121; 1224; 2000000; -1224; -4133;  122; 338; -2620; 33; 0; 2551250952; 0; 1; 0; 1001
4728; 666000; 1651168040; 11143; 2000000; -11143; -4133;  97; 173; -2658; 17; 0; 2551250952; 0; 1; 0; 1001
4729; 666000; 1652163239; 6342; 2000000; -6342; -4409;  158; 634; -2692; 63; 0; 2551250952; 0; 1; 0; 1001
4730; 666000; 1653163278; 6381; 2000000; -6381; -4655;  208; 1177; -2722; 100; 0; 2551250952; 0; 1; 0; 1001
4731; 666000; 1654131516; 974619; 2000000; 25381; -4655;  252; 1784; -2749; 100; 0; 2551250952; 0; 1; 0; 1001
4732; 666000; 1655131915; 975018; 2000000; 24982; -4655;  231; 1480; -2774; 100; 0; 2551250952; 0; 1; 0; 1001
4733; 666000; 1656131874; 974977; 2000000; 25023; -945;  260; 1981; -2796; 100; 0; 2551250952; 0; 1; 0; 1001
4734; 666000; 1657128913; 972016; 2000000; 27984; -945;  280; 2305; -2816; 100; 0; 2551250952; 0; 1; 0; 1001
4735; 666000; 1658205072; 48175; 2000000; -48175; -945;  290; 2475; -2834; 100; 0; 2551250952; 0; 1; 0; 1001
4736; 666000; 1659173670; 16773; 2000000; -16773; -2923;  274; 2165; -2850; 100; 0; 2551250952; 0; 1; 0; 1001
4737; 666000; 1660168789; 11892; 2000000; -11892; -2923;  255; 1863; -2865; 100; 0; 2551250952; 0; 1; 0; 1001
4738; 666000; 1661129588; 972691; 2000000; 27309; -2923;  238; 1612; -2878; 100; 0; 2551250952; 0; 1; 0; 1001
4739; 666000; 1662167867; 10970; 2000000; -10970; -3928;  214; 1266; -2890; 100; 0; 2551250952; 0; 1; 0; 1001
4740; 666000; 1663158106; 1209; 2000000; -1209; -3588;  201; 1111; -2901; 100; 0; 2551250952; 0; 1; 0; 1001
4741; 666000; 1664157145; 248; 2000000; -248; -3170;  194; 1036; -2910; 100; 0; 2551250952; 0; 1; 0; 1001
4742; 666000; 1665128465; 971568; 2000000; 28432; -3170;  188; 967; -2919; 96; 0; 2551250952; 0; 1; 0; 1001
4743; 666000; 1666157184; 287; 2000000; -287; -2809;  141; 511; -2927; 51; 0; 2551250952; 0; 1; 0; 1001
4744; 666000; 1667156943; 46; 2000000; -46; -2463;  105; 252; -2934; 25; 0; 2551250952; 0; 1; 0; 1001
4745; 666000; 1668157063; 166; 2000000; -166; -2175;  76; 100; -2940; 10; 0; 2551250952; 0; 1; 0; 1001
4746; 666000; 1669127862; 970965; 2000000; 29035; -2175;  76; 100; -2946; 10; 0; 2551250952; 0; 1; 0; 1001
4747; 666000; 1670163301; 6404; 2000000; -6404; -2703;  69; 59; -2951; 5; 0; 2551250952; 0; 1; 0; 1001
4748; 666000; 1671162941; 6044; 2000000; -6044; -3120;  58; 9; -2355; 0; 0; 2551250952; 0; 1; 0; 1001
4749; 666000; 1672159100; 2203; 2000000; -2203; -3005;  62; 31; -2419; 3; 0; 2551250952; 0; 1; 0; 1001
4750; 666000; 1673163900; 7003; 2000000; -7003; -3504;  55; -3; -1877; 0; 0; 2551250952; 0; 1; 0; 1001
4751; 666000; 1674161139; 4242; 500000; -4242; -3596;  43; -35; -1389; -3; 0; 2551250952; 0; 1; 0; 1001
4752; 666000; 1675156659; 999762; 500000; 238; -3116;  38; -32; -950; -3; 0; 2551250952; 0; 1; 0; 1001
4753; 666000; 1676157698; 801; 500000; -801; -2826;  33; -33; -555; -3; 0; 2551250952; 0; 1; 0; 1001
4754; 666000; 1677161178; 4281; 500000; -4281; -3007;  22; -51; -199; -5; 0; 2551250952; 0; 1; 0; 1001
4755; 666000; 1678150378; 993481; 500000; 6519; -3007;  9; -59; 121; -5; 0; 2551250952; 0; 1; 0; 1001
4756; 666000; 1679150057; 993160; 500000; 6840; -3007;  -2; -59; 408; -5; 0; 2551250952; 0; 1; 0; 1001
4757; 666000; 1680156737; 999840; 500000; 160; -2611;  0; -48; 667; -4; 0; 2551250952; 0; 1; 0; 1001
4758; 666000; 1681153537; 996640; 500000; 3360; -2611;  5; -44; 900; -4; 0; 2551250952; 0; 1; 0; 1001
4759; 666000; 1682217855; 60958; 500000; -60958; -2611;  9; -40; 1110; -4; 0; 2551250952; 0; 1; 0; 1001
4760; 666000; 1683180455; 23558; 500000; -23558; -5229;  -12; -97; 1299; -9; 0; 2551250952; 0; 1; 0; 1001
4761; 666000; 1684217494; 60597; 500000; -60597; -5229;  -31; -120; 1469; -12; 0; 2551250952; 0; 1; 0; 1001
4762; 666000; 1685153494; 996597; 500000; 3403; -5229;  -54; -177; 1622; -17; 0; 2551250952; 0; 1; 0; 1001
4763; 666000; 1686220333; 63436; 500000; -63436; -12504;  -168; -1080; 1759; -100; 0; 2551250952; 0; 1; 0; 1001
4764; 666000; 1687220493; 63596; 500000; -63596; -12504;  -265; -2339; 1883; -100; 0; 2551250952; 0; 1; 0; 1001
4765; 666000; 1688214692; 57795; 500000; -57795; -12504;  -351; -3927; 1994; -100; 0; 2551250952; 0; 1; 0; 1001
4766; 666000; 1689149571; 992674; 500000; 7326; -10025;  -395; -4861; 2094; -100; 0; 2551250952; 0; 1; 0; 1001
4767; 666000; 1690214929; 58032; 500000; -58032; -10025;  -438; -5934; 2184; -100; 0; 2551250952; 0; 1; 0; 1001
4768; 666000; 1691172329; 15432; 500000; -15432; -10025;  -476; -6975; 2265; -100; 0; 2551250952; 0; 1; 0; 1001
4769; 666000; 1692173048; 16151; 500000; -16151; -10790;  -518; -8242; 2338; -100; 0; 2551250952; 0; 1; 0; 1001
4770; 666000; 1693129607; 972710; 500000; 27290; -10790;  -523; -8398; 2404; -100; 0; 2551250952; 0; 1; 0; 1001
4771; 666000; 1694158046; 1149; 500000; -1149; -10790;  -527; -8523; 2463; -100; 0; 2551250952; 0; 1; 0; 1001
4772; 666000; 1695157884; 987; 500000; -987; -9564;  -515; -8123; 2516; -100; 0; 2551250952; 0; 1; 0; 1001
4773; 666000; 1696158203; 1306; 500000; -1306; -9564;  -414; -5308; 2564; -100; 0; 2551250952; 0; 1; 0; 1001
4774; 666000; 1697128882; 971985; 500000; 28015; -9564;  -325; -3334; 2607; -100; 0; 2551250952; 0; 1; 0; 1001
4775; 666000; 1698157920; 1023; 500000; -1023; -8496;  -234; -1786; 2646; -100; 0; 2551250952; 0; 1; 0; 1001
4776; 666000; 1699157759; 862; 500000; -862; -8496;  -186; -1181; 2681; -100; 0; 2551250952; 0; 1; 0; 1001
4777; 666000; 1700126758; 969861; 500000; 30139; -8496;  -143; -756; 2712; -75; 0; 2551250952; 0; 1; 0; 1001
4778; 666000; 1701159796; 2899; 500000; -2899; -7796;  -98; -416; 2740; -41; 0; 2551250952; 0; 1; 0; 1001
4779; 666000; 1702164755; 7858; 500000; -7858; -7803;  -48; -197; 2766; -19; 0; 2551250952; 0; 1; 0; 1001
4780; 666000; 1703132073; 975176; 500000; 24824; -7803;  -5; -129; 2789; -12; 0; 2551250952; 0; 1; 0; 1001
4781; 666000; 1704131671; 974774; 500000; 25226; -7803;  32; -97; 2810; -9; 0; 2551250952; 0; 1; 0; 1001
4782; 666000; 1705128470; 971573; 2000000; 28427; -3274;  107; 306; 2229; 30; 0; 2551250952; 0; 1; 0; 1001
4783; 666000; 1706146508; 989611; 2000000; 10389; -3274;  172; 844; 1706; 84; 0; 2551250952; 0; 1; 0; 1001
4784; 666000; 1707170746; 13849; 2000000; -13849; -3274;  229; 1524; 1235; 100; 0; 2551250952; 0; 1; 0; 1001
4785; 666000; 1708170105; 13208; 2000000; -13208; -4515;  250; 1797; 811; 100; 0; 2551250952; 0; 1; 0; 1001
4786; 666000; 1709129343; 972446; 2000000; 27554; -4515;  269; 2088; 429; 100; 0; 2551250952; 0; 1; 0; 1001
4787; 666000; 1710163181; 6284; 2000000; -6284; -4736;  282; 2295; 86; 100; 0; 2551250952; 0; 1; 0; 1001
4788; 666000; 1711164700; 7803; 2000000; -7803; -5119;  280; 2250; -223; 100; 0; 2551250952; 0; 1; 0; 1001
4789; 666000; 1712164019; 7122; 2000000; -7122; -5369;  275; 2159; -500; 100; 0; 2551250952; 0; 1; 0; 1001
4790; 666000; 1713132737; 975840; 2000000; 24160; -5369;  271; 2090; -750; 100; 0; 2551250952; 0; 1; 0; 1001
4791; 666000; 1714183056; 26159; 2000000; -26159; -5369;  268; 2039; -975; 100; 0; 2551250952; 0; 1; 0; 1001
4792; 666000; 1715186614; 29717; 2000000; -29717; -8412;  170; 689; -1177; 68; 0; 2551250952; 0; 1; 0; 1001
4793; 666000; 1716150932; 994035; 2000000; 5965; -8412;  84; 31; -1359; 3; 0; 2551250952; 0; 1; 0; 1001
4794; 666000; 1717153331; 996434; 500000; 3566; -8412;  9; -179; -923; -17; 0; 2551250952; 0; 1; 0; 1001
4795; 666000; 1718152650; 995753; 500000; 4247; -6829;  -20; -157; -530; -15; 0; 2551250952; 0; 1; 0; 1001
4796; 666000; 1719214809; 57912; 500000; -57912; -6829;  -46; -205; -177; -20; 0; 2551250952; 0; 1; 0; 1001
4797; 666000; 1720217207; 60310; 500000; -60310; -6829;  -66; -269; 141; -26; 0; 2551250952; 0; 1; 0; 1001
4798; 666000; 1721138367; 981470; 500000; 18530; -3659;  -40; -119; 426; -11; 0; 2551250952; 0; 1; 0; 1001
4799; 666000; 1722169405; 12508; 500000; -12508; -3659;  -13; -73; 683; -7; 0; 2551250952; 0; 1; 0; 1001
4800; 666000; 1723159324; 2427; 500000; -2427; -3505;  11; -59; 914; -5; 0; 2551250952; 0; 1; 0; 1001
4801; 666000; 1724161522; 4625; 500000; -4625; -3645;  31; -34; 1122; -3; 0; 2551250952; 0; 1; 0; 1001
4802; 666000; 1725132961; 976064; 2000000; 23936; -3645;  86; 160; 709; 16; 0; 2551250952; 0; 1; 0; 1001
4803; 666000; 1726163759; 6862; 2000000; -6862; -4047;  130; 433; 338; 43; 0; 2551250952; 0; 1; 0; 1001
4804; 666000; 1727164598; 7701; 2000000; -7701; -4503;  163; 710; 4; 71; 0; 2551250952; 0; 1; 0; 1001
4805; 666000; 1728180756; 23859; 2000000; -23859; -4503;  171; 787; -297; 78; 0; 2551250952; 0; 1; 0; 1001
4806; 666000; 1729148356; 991459; 2000000; 8541; -4503;  179; 868; -567; 86; 0; 2551250952; 0; 1; 0; 1001
4807; 666000; 1730161354; 4457; 2000000; -4457; -4497;  186; 942; -810; 94; 0; 2551250952; 0; 1; 0; 1001
4808; 666000; 1731217192; 60295; 2000000; -60295; -4497;  152; 595; -1029; 59; 0; 2551250952; 0; 1; 0; 1001
4809; 666000; 1732213191; 56294; 2000000; -56294; -4497;  122; 346; -1226; 34; 0; 2551250952; 0; 1; 0; 1001
4810; 666000; 1733138990; 982093; 2000000; 17907; -1696;  129; 453; -1403; 45; 0; 2551250952; 0; 1; 0; 1001
4811; 666000; 1734215869; 58972; 2000000; -58972; -1696;  138; 523; -1562; 52; 0; 2551250952; 0; 1; 0; 1001
4812; 666000; 1735213948; 57051; 2000000; -57051; -1696;  145; 581; -1705; 58; 0; 2551250952; 0; 1; 0; 1001
4813; 666000; 1736218147; 61250; 500000; -61250; -9140;  63; -80; -1234; -8; 0; 2551250952; 0; 1; 0; 1001
4814; 666000; 1737137746; 980849; 500000; 19151; -9140;  -2; -195; -810; -19; 0; 2551250952; 0; 1; 0; 1001
4815; 666000; 1738213665; 56768; 500000; -56768; -9140;  -60; -298; -429; -29; 0; 2551250952; 0; 1; 0; 1001
4816; 666000; 1739214184; 57287; 500000; -57287; -15158;  -185; -1334; -86; -100; 0; 2551250952; 0; 1; 0; 1001
4817; 666000; 1740213944; 57047; 500000; -57047; -15158;  -295; -2914; 223; -100; 0; 2551250952; 0; 1; 0; 1001
4818; 666000; 1741149782; 992885; 500000; 7115; -15158;  -392; -4910; 500; -100; 0; 2551250952; 0; 1; 0; 1001
4819; 666000; 1742215661; 58764; 500000; -58764; -20608;  -544; -9285; 750; -100; 0; 2551250952; 0; 1; 0; 1001
4820; 666000; 1743180140; 23243; 500000; -23243; -20937;  -716; -15790; 975; -100; 0; 2551250952; 0; 1; 0; 1001
4821; 666000; 1744181179; 24282; 500000; -24282; -21355;  -872; -23228; 1177; -100; 0; 2551250952; 0; 1; 0; 1001
