Time [ms];SetVal [ns];BusTime [ns];ActVal [ns];CtlAdj;CtlErr [ns];CtlErrFilt; Drift [ppm]; CtlErr [1/10 pmil]; CtlOutSum; CtlOutTot [pmil];DC StartTime;DCM ErrorCode;DCM InSync;DC InSync;SystemTimeDiff [ns];RefClock FixedAddr
7021; 666000; 3944168559; 11662; 2000000; -11662; -3078;  393; 4579; 390; 100; 0; 0; 0; 1; 0; 1001
7022; 666000; 3945150238; 993341; 2000000; 6659; -3078;  411; 5009; 51; 100; 0; 0; 0; 1; 0; 1001
7023; 666000; 3946182399; 25502; 2000000; -25502; -5881;  377; 4146; -255; 100; 0; 0; 0; 1; 0; 1001
7024; 666000; 3947152118; 995221; 2000000; 4779; -5881;  341; 3368; -529; 100; 0; 0; 0; 1; 0; 1001
7025; 666000; 3948150679; 993782; 2000000; 6218; -5881;  309; 2741; -776; 100; 0; 0; 0; 1; 0; 1001
7026; 666000; 3949147399; 990502; 2000000; 9498; -3958;  306; 2722; -998; 100; 0; 0; 0; 1; 0; 1001
7027; 666000; 3950180800; 23903; 2000000; -23903; -3958;  242; 1667; -1198; 100; 0; 0; 0; 1; 0; 1001
7028; 666000; 3951217520; 60623; 2000000; -60623; -3958;  186; 946; -1378; 94; 0; 0; 0; 1; 0; 1001
7029; 666000; 3952212880; 55983; 500000; -55983; -10461;  57; -125; -940; -12; 0; 0; 0; 1; 0; 1001
7030; 666000; 3953142121; 985224; 500000; 14776; -10461;  -42; -271; -546; -27; 0; 0; 0; 1; 0; 1001
7031; 666000; 3954171641; 14744; 500000; -14744; -10996;  -136; -780; -191; -78; 0; 0; 0; 1; 0; 1001
7032; 666000; 3955158843; 1946; 500000; -1946; -10996;  -217; -1634; 129; -100; 0; 0; 0; 1; 0; 1001
7033; 666000; 3956157363; 466; 500000; -466; -10996;  -254; -2154; 416; -100; 0; 0; 0; 1; 0; 1001
7034; 666000; 3957133284; 976387; 500000; 23613; -6669;  -232; -1743; 674; -100; 0; 0; 0; 1; 0; 1001
7035; 666000; 3958163124; 6227; 500000; -6227; -6613;  -212; -1473; 906; -100; 0; 0; 0; 1; 0; 1001
7036; 666000; 3959163404; 6507; 500000; -6507; -6599;  -219; -1561; 1115; -100; 0; 0; 0; 1; 0; 1001
7037; 666000; 3960163725; 6828; 500000; -6828; -6627;  -224; -1626; 1303; -100; 0; 0; 0; 1; 0; 1001
7038; 666000; 3961164605; 7708; 500000; -7708; -6762;  -231; -1723; 1472; -100; 0; 0; 0; 1; 0; 1001
7039; 666000; 3962150085; 993188; 500000; 6812; -6762;  -156; -850; 1624; -85; 0; 0; 0; 1; 0; 1001
7040; 666000; 3963154005; 997108; 500000; 2892; -6762;  -90; -362; 1761; -36; 0; 0; 0; 1; 0; 1001
7041; 666000; 3964214086; 57189; 500000; -57189; -13065;  -105; -574; 1884; -57; 0; 0; 0; 1; 0; 1001
7042; 666000; 3965137806; 980909; 500000; 19091; -13065;  -117; -653; 1995; -65; 0; 0; 0; 1; 0; 1001
7043; 666000; 3966213246; 56349; 500000; -56349; -13065;  -129; -740; 2095; -74; 0; 0; 0; 1; 0; 1001
7044; 666000; 3967214926; 58029; 500000; -58029; -18685;  -263; -2427; 2185; -100; 0; 0; 0; 1; 0; 1001
7045; 666000; 3968174006; 17109; 500000; -17109; -18488;  -378; -4634; 2266; -100; 0; 0; 0; 1; 0; 1001
7046; 666000; 3969129126; 972229; 500000; 27771; -18488;  -479; -7230; 2339; -100; 0; 0; 0; 1; 0; 1001
7047; 666000; 3970169286; 12389; 500000; -12389; -18488;  -568; -10025; 2405; -100; 0; 0; 0; 1; 0; 1001
7048; 666000; 3971169245; 12348; 500000; -12348; -17720;  -633; -12351; 2464; -100; 0; 0; 0; 1; 0; 1001
7049; 666000; 3972158366; 1469; 500000; -1469; -17720;  -691; -14654; 2517; -100; 0; 0; 0; 1; 0; 1001
7050; 666000; 3973128285; 971388; 500000; 28612; -17720;  -742; -16846; 2565; -100; 0; 0; 0; 1; 0; 1001
7051; 666000; 3974157845; 948; 500000; -948; -15623;  -681; -14199; 2608; -100; 0; 0; 0; 1; 0; 1001
7052; 666000; 3975157364; 467; 500000; -467; -15623;  -628; -12117; 2647; -100; 0; 0; 0; 1; 0; 1001
7053; 666000; 3976162644; 5747; 500000; -5747; -15623;  -581; -10412; 2682; -100; 0; 0; 0; 1; 0; 1001
7054; 666000; 3977132603; 975706; 500000; 24294; -10633;  -408; -5179; 2713; -100; 0; 0; 0; 1; 0; 1001
7055; 666000; 3978180923; 24026; 500000; -24026; -10633;  -258; -2182; 2741; -100; 0; 0; 0; 1; 0; 1001
7056; 666000; 3979183163; 26266; 500000; -26266; -10633;  -128; -676; 2766; -67; 0; 0; 0; 1; 0; 1001
7057; 666000; 3980180242; 23345; 500000; -23345; -12222;  -33; -249; 2789; -24; 0; 0; 0; 1; 0; 1001
7058; 666000; 3981147601; 990704; 500000; 9296; -12222;  39; -170; 2810; -17; 0; 0; 0; 1; 0; 1001
7059; 666000; 3982151521; 994624; 2000000; 5376; -12222;  102; 95; 2229; 9; 0; 0; 0; 1; 0; 1001
7060; 666000; 3983148760; 991863; 2000000; 8137; -9677;  190; 911; 1706; 91; 0; 0; 0; 1; 0; 1001
7061; 666000; 3984171400; 14503; 2000000; -14503; -10280;  233; 1440; 1235; 100; 0; 0; 0; 1; 0; 1001
7062; 666000; 3985155159; 998262; 2000000; 1738; -10280;  270; 1993; 811; 100; 0; 0; 0; 1; 0; 1001
7063; 666000; 3986214959; 58062; 2000000; -58062; -10280;  303; 2556; 429; 100; 0; 0; 0; 1; 0; 1001
7064; 666000; 3987218637; 61740; 2000000; -61740; -16712;  189; 741; 86; 74; 0; 0; 0; 1; 0; 1001
7065; 666000; 3988213436; 56539; 500000; -56539; -16712;  90; -90; 377; -9; 0; 0; 0; 1; 0; 1001
7066; 666000; 3989152676; 995779; 500000; 4221; -16712;  2; -330; 639; -33; 0; 0; 0; 1; 0; 1001
7067; 666000; 3990213796; 56899; 500000; -56899; -21735;  -116; -831; 875; -83; 0; 0; 0; 1; 0; 1001
7068; 666000; 3991216755; 59858; 500000; -59858; -21735;  -220; -1877; 1087; -100; 0; 0; 0; 1; 0; 1001
7069; 666000; 3992212715; 55818; 500000; -55818; -21735;  -312; -3344; 1278; -100; 0; 0; 0; 1; 0; 1001
7070; 666000; 3993149194; 992297; 500000; 7703; -18055;  -377; -4612; 1450; -100; 0; 0; 0; 1; 0; 1001
7071; 666000; 3994213634; 56737; 500000; -56737; -18055;  -427; -5816; 1605; -100; 0; 0; 0; 1; 0; 1001
7072; 666000; 3995172513; 15616; 500000; -15616; -17750;  -467; -6881; 1744; -100; 0; 0; 0; 1; 0; 1001
7073; 666000; 3996168832; 11935; 500000; -11935; -17750;  -502; -7897; 1869; -100; 0; 0; 0; 1; 0; 1001
7074; 666000; 3997129992; 973095; 500000; 26905; -17750;  -452; -6465; 1982; -100; 0; 0; 0; 1; 0; 1001
7075; 666000; 3998158391; 1494; 500000; -1494; -15718;  -383; -4695; 2083; -100; 0; 0; 0; 1; 0; 1001
7076; 666000; 3999157510; 613; 500000; -613; -15718;  -323; -3423; 2174; -100; 0; 0; 0; 1; 0; 1001
7077; 666000; 4000157709; 812; 500000; -812; -15718;  -207; -1578; 2256; -100; 0; 0; 0; 1; 0; 1001
7078; 666000; 4001127468; 970571; 500000; 29429; -10074;  -35; -215; 2330; -21; 0; 0; 0; 1; 0; 1001
7079; 666000; 4002157628; 731; 2000000; -731; -10074;  114; 211; 1797; 21; 0; 0; 0; 1; 0; 1001
7080; 666000; 4003157346; 449; 2000000; -449; -10074;  199; 1004; 1317; 100; 0; 0; 0; 1; 0; 1001
7081; 666000; 4004164306; 7409; 2000000; -7409; -9740;  278; 2136; 885; 100; 0; 0; 0; 1; 0; 1001
7082; 666000; 4005160385; 3488; 2000000; -3488; -9740;  343; 3343; 496; 100; 0; 0; 0; 1; 0; 1001
7083; 666000; 4006164024; 7127; 2000000; -7127; -9413;  405; 4737; 146; 100; 0; 0; 0; 1; 0; 1001
7084; 666000; 4007132102; 975205; 2000000; 24795; -9413;  458; 6106; -169; 100; 0; 0; 0; 1; 0; 1001
7085; 666000; 4008131062; 974165; 2000000; 25835; -9413;  480; 6722; -452; 100; 0; 0; 0; 1; 0; 1001
7086; 666000; 4009127501; 970604; 2000000; 29396; -4561;  559; 9278; -706; 100; 0; 0; 0; 1; 0; 1001
7087; 666000; 4010144300; 987403; 2000000; 12597; -4561;  628; 11733; -935; 100; 0; 0; 0; 1; 0; 1001
7088; 666000; 4011169820; 12923; 2000000; -12923; -4561;  619; 11394; -1141; 100; 0; 0; 0; 1; 0; 1001
7089; 666000; 4012168659; 11762; 2000000; -11762; -5461;  599; 10643; -1326; 100; 0; 0; 0; 1; 0; 1001
7090; 666000; 4013128819; 971922; 2000000; 28078; -5461;  582; 10039; -1493; 100; 0; 0; 0; 1; 0; 1001
7091; 666000; 4014163458; 6561; 2000000; -6561; -5598;  561; 9314; -1643; 100; 0; 0; 0; 1; 0; 1001
7092; 666000; 4015164137; 7240; 2000000; -7240; -5803;  540; 8615; -1778; 100; 0; 0; 0; 1; 0; 1001
7093; 666000; 4016163817; 6920; 2000000; -6920; -5942;  515; 7820; -1900; 100; 0; 0; 0; 1; 0; 1001
7094; 666000; 4017132536; 975639; 2000000; 24361; -5942;  494; 7183; -2010; 100; 0; 0; 0; 1; 0; 1001
7095; 666000; 4018184896; 27999; 2000000; -27999; -5942;  476; 6658; -2109; 100; 0; 0; 0; 1; 0; 1001
7096; 666000; 4019182496; 25599; 2000000; -25599; -8399;  368; 3873; -2198; 100; 0; 0; 0; 1; 0; 1001
7097; 666000; 4020153376; 996479; 2000000; 3521; -8399;  274; 2062; -2278; 100; 0; 0; 0; 1; 0; 1001
7098; 666000; 4021149655; 992758; 2000000; 7242; -8399;  192; 915; -2350; 91; 0; 0; 0; 1; 0; 1001
7099; 666000; 4022131175; 974278; 2000000; 25722; -4133;  184; 909; -2415; 90; 0; 0; 0; 1; 0; 1001
7100; 666000; 4023169175; 12278; 2000000; -12278; -4133;  178; 843; -2473; 84; 0; 0; 0; 1; 0; 1001
7101; 666000; 4024218895; 61998; 2000000; -61998; -4133;  174; 800; -2525; 80; 0; 0; 0; 1; 0; 1001
7102; 666000; 4025144735; 987838; 2000000; 12162; -2096;  198; 1108; -2572; 100; 0; 0; 0; 1; 0; 1001
7103; 666000; 4026169695; 12798; 2000000; -12798; -2096;  222; 1410; -2614; 100; 0; 0; 0; 1; 0; 1001
7104; 666000; 4027169975; 13078; 2000000; -13078; -2096;  242; 1688; -2652; 100; 0; 0; 0; 1; 0; 1001
7105; 666000; 4028157655; 758; 2000000; -758; -1928;  262; 1994; -2686; 100; 0; 0; 0; 1; 0; 1001
7106; 666000; 4029129574; 972677; 2000000; 27323; -1928;  310; 2817; -2717; 100; 0; 0; 0; 1; 0; 1001
7107; 666000; 4030161695; 4798; 2000000; -4798; -2286;  347; 3539; -2745; 100; 0; 0; 0; 1; 0; 1001
7108; 666000; 4031164975; 8078; 2000000; -8078; -2286;  380; 4258; -2770; 100; 0; 0; 0; 1; 0; 1001
7109; 666000; 4032164336; 7439; 2000000; -7439; -2286;  356; 3728; -2793; 100; 0; 0; 0; 1; 0; 1001
7110; 666000; 4033148616; 991719; 2000000; 8281; -965;  351; 3648; -2813; 100; 0; 0; 0; 1; 0; 1001
7111; 666000; 4034152616; 995719; 2000000; 4281; -965;  346; 3544; -2831; 100; 0; 0; 0; 1; 0; 1001
7112; 666000; 4035157896; 999; 2000000; -999; -969;  317; 2966; -2847; 100; 0; 0; 0; 1; 0; 1001
7113; 666000; 4036215217; 58320; 2000000; -58320; -969;  291; 2492; -2862; 100; 0; 0; 0; 1; 0; 1001
7114; 666000; 4037154977; 998080; 2000000; 1920; -607;  274; 2211; -2875; 100; 0; 0; 0; 1; 0; 1001
7115; 666000; 4038214178; 57281; 2000000; -57281; -607;  256; 1925; -2887; 100; 0; 0; 0; 1; 0; 1001
7116; 666000; 4039213179; 56282; 2000000; -56282; -607;  240; 1686; -2898; 100; 0; 0; 0; 1; 0; 1001
7117; 666000; 4040214220; 57323; 2000000; -57323; -7696;  142; 422; -2908; 42; 0; 0; 0; 1; 0; 1001
7118; 666000; 4041144220; 987323; 500000; 12677; -7696;  57; -85; -2317; -8; 0; 0; 0; 1; 0; 1001
7119; 666000; 4042162021; 5124; 500000; -5124; -7374;  -13; -175; -1785; -17; 0; 0; 0; 1; 0; 1001
7120; 666000; 4043158502; 1605; 500000; -1605; -7374;  -91; -413; -1306; -41; 0; 0; 0; 1; 0; 1001
7121; 666000; 4044160583; 3686; 500000; -3686; -6913;  -154; -862; -875; -86; 0; 0; 0; 1; 0; 1001
7122; 666000; 4045132943; 976046; 500000; 23954; -6913;  -209; -1457; -487; -100; 0; 0; 0; 1; 0; 1001
7123; 666000; 4046216945; 60048; 500000; -60048; -6913;  -257; -2124; -138; -100; 0; 0; 0; 1; 0; 1001
7124; 666000; 4047213905; 57008; 500000; -57008; -13174;  -382; -4642; 176; -100; 0; 0; 0; 1; 0; 1001
7125; 666000; 4048213866; 56969; 500000; -56969; -13174;  -491; -7494; 458; -100; 0; 0; 0; 1; 0; 1001
7126; 666000; 4049139146; 982249; 500000; 17751; -13174;  -587; -10595; 712; -100; 0; 0; 0; 1; 0; 1001
7127; 666000; 4050214667; 57770; 500000; -57770; -18748;  -651; -13081; 940; -100; 0; 0; 0; 1; 0; 1001
7128; 666000; 4051182708; 25811; 500000; -25811; -18748;  -708; -15403; 1146; -100; 0; 0; 0; 1; 0; 1001
7129; 666000; 4052179667; 22770; 500000; -22770; -19250;  -768; -18068; 1331; -100; 0; 0; 0; 1; 0; 1001
7130; 666000; 4053141509; 984612; 500000; 15388; -19250;  -820; -20543; 1497; -100; 0; 0; 0; 1; 0; 1001
7131; 666000; 4054164749; 7852; 500000; -7852; -19250;  -872; -23181; 1647; -100; 0; 0; 0; 1; 0; 1001
7132; 666000; 4055158509; 1612; 500000; -1612; -17045;  -889; -24034; 1782; -100; 0; 0; 0; 1; 0; 1001
7133; 666000; 4056161669; 4772; 500000; -4772; -17045;  -905; -24893; 1903; -100; 0; 0; 0; 1; 0; 1001
7134; 666000; 4057138789; 981892; 500000; 18108; -17045;  -840; -21489; 2012; -100; 0; 0; 0; 1; 0; 1001
7135; 666000; 4058163350; 6453; 500000; -6453; -15721;  -767; -17942; 2110; -100; 0; 0; 0; 1; 0; 1001
7136; 666000; 4059180190; 23293; 500000; -23293; -15721;  -703; -15119; 2199; -100; 0; 0; 0; 1; 0; 1001
7137; 666000; 4060182110; 25213; 500000; -25213; -15721;  -577; -10280; 2279; -100; 0; 0; 0; 1; 0; 1001
7138; 666000; 4061147230; 990333; 500000; 9667; -12547;  -427; -5698; 2351; -100; 0; 0; 0; 1; 0; 1001
7139; 666000; 4062148710; 991813; 500000; 8187; -12547;  -290; -2750; 2415; -100; 0; 0; 0; 1; 0; 1001
7140; 666000; 4063167430; 10533; 500000; -10533; -12295;  -167; -1058; 2473; -100; 0; 0; 0; 1; 0; 1001
7141; 666000; 4064218070; 61173; 500000; -61173; -12295;  -59; -325; 2525; -32; 0; 0; 0; 1; 0; 1001
7142; 666000; 4065154509; 997612; 500000; 2388; -12295;  7; -219; 2572; -21; 0; 0; 0; 1; 0; 1001
7143; 666000; 4066213870; 56973; 500000; -56973; -17879;  -3; -332; 2614; -33; 0; 0; 0; 1; 0; 1001
7144; 666000; 4067214750; 57853; 500000; -57853; -17879;  -13; -336; 2652; -33; 0; 0; 0; 1; 0; 1001
7145; 666000; 4068143589; 986692; 500000; 13308; -17879;  -38; -374; 2686; -37; 0; 0; 0; 1; 0; 1001
7146; 666000; 4069152309; 995412; 500000; 4588; -15070;  -25; -293; 2717; -29; 0; 0; 0; 1; 0; 1001
7147; 666000; 4070141669; 984772; 500000; 15228; -15070;  -14; -280; 2745; -28; 0; 0; 0; 1; 0; 1001
7148; 666000; 4071214508; 57611; 500000; -57611; -15070;  -44; -332; 2770; -33; 0; 0; 0; 1; 0; 1001
7149; 666000; 4072213707; 56810; 500000; -56810; -20287;  -135; -924; 2793; -92; 0; 0; 0; 1; 0; 1001
7150; 666000; 4073136427; 979530; 500000; 20470; -20287;  -218; -1803; 2813; -100; 0; 0; 0; 1; 0; 1001
7151; 666000; 4074148786; 991889; 500000; 8111; -20287;  -290; -2900; 2831; -100; 0; 0; 0; 1; 0; 1001
7152; 666000; 4075160865; 3968; 500000; -3968; -18247;  -328; -3564; 2847; -100; 0; 0; 0; 1; 0; 1001
7153; 666000; 4076151825; 994928; 500000; 5072; -18247;  -292; -2894; 2862; -100; 0; 0; 0; 1; 0; 1001
7154; 666000; 4077129705; 972808; 500000; 27192; -18247;  -260; -2364; 2875; -100; 0; 0; 0; 1; 0; 1001
7155; 666000; 4078160984; 4087; 500000; -4087; -16477;  -210; -1623; 2887; -100; 0; 0; 0; 1; 0; 1001
7156; 666000; 4079160263; 3366; 500000; -3366; -16477;  -201; -1512; 2898; -100; 0; 0; 0; 1; 0; 1001
7157; 666000; 4080150382; 993485; 500000; 6515; -16477;  -193; -1418; 2908; -100; 0; 0; 0; 1; 0; 1001
7158; 666000; 4081128061; 971164; 500000; 28836; -10812;  -116; -590; 2917; -59; 0; 0; 0; 1; 0; 1001
7159; 666000; 4082159500; 2603; 500000; -2603; -10812;  16; -179; 2925; -17; 0; 0; 0; 1; 0; 1001
7160; 666000; 4083156819; 999922; 2000000; 78; -10812;  132; 335; 2332; 33; 0; 0; 0; 1; 0; 1001
7161; 666000; 4084156338; 999441; 2000000; 559; -9390;  252; 1740; 1798; 100; 0; 0; 0; 1; 0; 1001
7162; 666000; 4085157457; 560; 2000000; -560; -9390;  331; 3117; 1318; 100; 0; 0; 0; 1; 0; 1001
7163; 666000; 4086156456; 999559; 2000000; 441; -9390;  400; 4625; 886; 100; 0; 0; 0; 1; 0; 1001
7164; 666000; 4087130935; 974038; 2000000; 25962; -4971;  516; 7897; 497; 100; 0; 0; 0; 1; 0; 1001
7165; 666000; 4088158374; 1477; 2000000; -1477; -4534;  601; 10750; 147; 100; 0; 0; 0; 1; 0; 1001
7166; 666000; 4089127213; 970316; 2000000; 29684; -4534;  675; 13579; -168; 100; 0; 0; 0; 1; 0; 1001
7167; 666000; 4090125133; 968236; 2000000; 31764; -4534;  740; 16335; -451; 100; 0; 0; 0; 1; 0; 1001
7168; 666000; 4091124731; 967834; 2000000; 32166; 53;  783; 18389; -705; 100; 0; 0; 0; 1; 0; 1001
7169; 666000; 4092132611; 975714; 2000000; 24286; 53;  821; 20215; -934; 100; 0; 0; 0; 1; 0; 1001
7170; 666000; 4093127250; 970353; 2000000; 29647; 53;  854; 21871; -1140; 100; 0; 0; 0; 1; 0; 1001
7171; 666000; 4094157329; 432; 2000000; -432; -7;  864; 22383; -1326; 100; 0; 0; 0; 1; 0; 1001
7172; 666000; 4095159608; 2711; 2000000; -2711; -345;  869; 22634; -1493; 100; 0; 0; 0; 1; 0; 1001
7173; 666000; 4096157768; 871; 2000000; -871; -410;  873; 22840; -1643; 100; 0; 0; 0; 1; 0; 1001
7174; 666000; 4097126968; 970071; 2000000; 29929; -410;  821; 20196; -1778; 100; 0; 0; 0; 1; 0; 1001
7175; 666000; 4098156367; 999470; 2000000; 530; -292;  771; 17809; -1900; 100; 0; 0; 0; 1; 0; 1001
7176; 666000; 4099158767; 1870; 2000000; -1870; -489;  725; 15739; -2010; 100; 0; 0; 0; 1; 0; 1001
7177; 666000; 4100156766; 999869; 2000000; 131; -411;  686; 14089; -2109; 100; 0; 0; 0; 1; 0; 1001
7178; 666000; 4101158886; 1989; 2000000; -1989; -608;  592; 10480; -2198; 100; 0; 0; 0; 1; 0; 1001
7179; 666000; 4102181925; 25028; 2000000; -25028; -608;  509; 7738; -2278; 100; 0; 0; 0; 1; 0; 1001
7180; 666000; 4103150646; 993749; 2000000; 6251; -608;  437; 5694; -2350; 100; 0; 0; 0; 1; 0; 1001
7181; 666000; 4104153165; 996268; 2000000; 3732; -65;  382; 4352; -2415; 100; 0; 0; 0; 1; 0; 1001
7182; 666000; 4105133485; 976588; 2000000; 23412; -65;  338; 3401; -2473; 100; 0; 0; 0; 1; 0; 1001
7183; 666000; 4106172685; 15788; 2000000; -15788; -65;  300; 2673; -2525; 100; 0; 0; 0; 1; 0; 1001
7184; 666000; 4107196325; 39428; 2000000; -39428; -4985;  205; 1135; -2572; 100; 0; 0; 0; 1; 0; 1001
7185; 666000; 4108219605; 62708; 2000000; -62708; -4985;  121; 313; -2614; 31; 0; 0; 0; 1; 0; 1001
7186; 666000; 4109131685; 974788; 500000; 25212; -4985;  49; -53; -2052; -5; 0; 0; 0; 1; 0; 1001
7187; 666000; 4110214045; 57148; 500000; -57148; -11505;  -95; -521; -1546; -52; 0; 0; 0; 1; 0; 1001
7188; 666000; 4111172605; 15708; 500000; -15708; -12030;  -226; -1788; -1091; -100; 0; 0; 0; 1; 0; 1001
7189; 666000; 4112167725; 10828; 500000; -10828; -11879;  -338; -3675; -681; -100; 0; 0; 0; 1; 0; 1001
7190; 666000; 4113129285; 972388; 500000; 27612; -11879;  -437; -5973; -312; -100; 0; 0; 0; 1; 0; 1001
7191; 666000; 4114157766; 869; 500000; -869; -11879;  -530; -8667; 20; -100; 0; 0; 0; 1; 0; 1001
7192; 666000; 4115157765; 868; 500000; -868; -10502;  -594; -10794; 318; -100; 0; 0; 0; 1; 0; 1001
7193; 666000; 4116162606; 5709; 500000; -5709; -9902;  -642; -12559; 586; -100; 0; 0; 0; 1; 0; 1001
7194; 666000; 4117163725; 6828; 500000; -6828; -9517;  -619; -11679; 827; -100; 0; 0; 0; 1; 0; 1001
7195; 666000; 4118163045; 6148; 500000; -6148; -9095;  -593; -10723; 1044; -100; 0; 0; 0; 1; 0; 1001
7196; 666000; 4119163846; 6949; 500000; -6949; -8826;  -566; -9776; 1239; -100; 0; 0; 0; 1; 0; 1001
7197; 666000; 4120131125; 974228; 500000; 25772; -8826;  -462; -6567; 1415; -100; 0; 0; 0; 1; 0; 1001
7198; 666000; 4121131405; 974508; 500000; 25492; -8826;  -364; -4137; 1573; -100; 0; 0; 0; 1; 0; 1001
7199; 666000; 4122130925; 974028; 500000; 25972; -4476;  -226; -1606; 1715; -100; 0; 0; 0; 1; 0; 1001
7200; 666000; 4123180364; 23467; 500000; -23467; -4476;  -105; -403; 1843; -40; 0; 0; 0; 1; 0; 1001
7201; 666000; 4124153843; 996946; 500000; 3054; -4476;  0; -71; 1958; -7; 0; 0; 0; 1; 0; 1001
7202; 666000; 4125128964; 972067; 2000000; 27933; -424;  126; 487; 1462; 48; 0; 0; 0; 1; 0; 1001
7203; 666000; 4126167843; 10946; 2000000; -10946; -424;  228; 1565; 1015; 100; 0; 0; 0; 1; 0; 1001
7204; 666000; 4127169163; 12266; 2000000; -12266; -424;  313; 2940; 613; 100; 0; 0; 0; 1; 0; 1001
7205; 666000; 4128167722; 10825; 2000000; -10825; -1724;  366; 3990; 251; 100; 0; 0; 0; 1; 0; 1001
7206; 666000; 4129128922; 972025; 2000000; 27975; -1724;  409; 4986; -75; 100; 0; 0; 0; 1; 0; 1001
7207; 666000; 4130168081; 11184; 2000000; -11184; -1724;  447; 5959; -367; 100; 0; 0; 0; 1; 0; 1001
7208; 666000; 4131157681; 784; 2000000; -784; -1606;  481; 6905; -630; 100; 0; 0; 0; 1; 0; 1001
7209; 666000; 4132157040; 143; 2000000; -143; -1423;  459; 6285; -867; 100; 0; 0; 0; 1; 0; 1001
7210; 666000; 4133127800; 970903; 2000000; 29097; -1423;  440; 5770; -1080; 100; 0; 0; 0; 1; 0; 1001
7211; 666000; 4134157321; 424; 2000000; -424; -1298;  424; 5356; -1272; 100; 0; 0; 0; 1; 0; 1001
7212; 666000; 4135157160; 263; 2000000; -263; -1168;  362; 3895; -1444; 100; 0; 0; 0; 1; 0; 1001
7213; 666000; 4136156480; 999583; 2000000; 417; -969;  310; 2849; -1599; 100; 0; 0; 0; 1; 0; 1001
7214; 666000; 4137128400; 971503; 2000000; 28497; -969;  264; 2055; -1739; 100; 0; 0; 0; 1; 0; 1001
7215; 666000; 4138162240; 5343; 2000000; -5343; -1515;  234; 1594; -1865; 100; 0; 0; 0; 1; 0; 1001
7216; 666000; 4139164200; 7303; 2000000; -7303; -1515;  207; 1236; -1978; 100; 0; 0; 0; 1; 0; 1001
7217; 666000; 4140162760; 5863; 2000000; -5863; -2058;  177; 878; -2080; 87; 0; 0; 0; 1; 0; 1001
7218; 666000; 4141157960; 1063; 2000000; -1063; -1933;  151; 624; -2172; 62; 0; 0; 0; 1; 0; 1001
7219; 666000; 4142151681; 994784; 2000000; 5216; -1933;  125; 408; -2254; 40; 0; 0; 0; 1; 0; 1001
7220; 666000; 4143149680; 992783; 2000000; 7217; -1933;  103; 257; -2328; 25; 0; 0; 0; 1; 0; 1001
7221; 666000; 4144149041; 992144; 2000000; 7856; -709;  98; 250; -2395; 25; 0; 0; 0; 1; 0; 1001
7222; 666000; 4145158121; 1224; 2000000; -1224; -773;  90; 203; -2455; 20; 0; 0; 0; 1; 0; 1001
7223; 666000; 4146160922; 4025; 2000000; -4025; -1179;  76; 125; -2509; 12; 0; 0; 0; 1; 0; 1001
7224; 666000; 4147151482; 994585; 2000000; 5415; -1179;  64; 74; -2558; 7; 0; 0; 0; 1; 0; 1001
7225; 666000; 4148149602; 992705; 2000000; 7295; -1179;  60; 58; -2602; 5; 0; 0; 0; 1; 0; 1001
7226; 666000; 4149145763; 988866; 2000000; 11134; 360;  76; 154; -2641; 15; 0; 0; 0; 1; 0; 1001
7227; 666000; 4150177044; 20147; 2000000; -20147; 360;  96; 257; -2676; 25; 0; 0; 0; 1; 0; 1001
7228; 666000; 4151220684; 63787; 2000000; -63787; 360;  113; 363; -2708; 36; 0; 0; 0; 1; 0; 1001
7229; 666000; 4152213245; 56348; 500000; -56348; -6728;  39; -116; -2137; -11; 0; 0; 0; 1; 0; 1001
7230; 666000; 4153152046; 995149; 500000; 4851; -6728;  -25; -174; -1623; -17; 0; 0; 0; 1; 0; 1001
7231; 666000; 4154165847; 8950; 500000; -8950; -7005;  -101; -462; -1160; -46; 0; 0; 0; 1; 0; 1001
7232; 666000; 4155214567; 57670; 500000; -57670; -7005;  -166; -978; -744; -97; 0; 0; 0; 1; 0; 1001
7233; 666000; 4156214967; 58070; 500000; -58070; -7005;  -218; -1573; -369; -100; 0; 0; 0; 1; 0; 1001
7234; 666000; 4157137569; 980672; 500000; 19328; -3713;  -222; -1556; -32; -100; 0; 0; 0; 1; 0; 1001
7235; 666000; 4158217969; 61072; 500000; -61072; -3713;  -226; -1606; 272; -100; 0; 0; 0; 1; 0; 1001
7236; 666000; 4159214290; 57393; 500000; -57393; -3713;  -249; -1931; 544; -100; 0; 0; 0; 1; 0; 1001
7237; 666000; 4160212571; 55674; 500000; -55674; -10208;  -349; -3852; 789; -100; 0; 0; 0; 1; 0; 1001
7238; 666000; 4161142651; 985754; 500000; 14246; -10208;  -438; -5951; 1010; -100; 0; 0; 0; 1; 0; 1001
7239; 666000; 4162169292; 12395; 500000; -12395; -10481;  -430; -5746; 1209; -100; 0; 0; 0; 1; 0; 1001
7240; 666000; 4163168532; 11635; 500000; -11635; -10625;  -425; -5619; 1388; -100; 0; 0; 0; 1; 0; 1001
7241; 666000; 4164158932; 2035; 500000; -2035; -10625;  -417; -5415; 1549; -100; 0; 0; 0; 1; 0; 1001
7242; 666000; 4165128053; 971156; 500000; 28844; -10625;  -410; -5240; 1694; -100; 0; 0; 0; 1; 0; 1001
7243; 666000; 4166157613; 716; 500000; -716; -9386;  -388; -4687; 1824; -100; 0; 0; 0; 1; 0; 1001
