24608; 666000; 2321309592; 964617; 500000; 35383; -4249;  -77; -237; 2544; -23; 1573912863; 0; 1; 1; 0; 1001
24609; 666000; 2322292635; 947660; 500000; 52340; -4249;  -72; -215; 2589; -21; 1573912863; 0; 1; 1; 0; 1001
24610; 666000; 2323320805; 975830; 500000; 24170; -696;  -23; -3; 2030; 0; 1573912863; 0; 1; 1; 0; 1001
24611; 666000; 2324377994; 33019; 2000000; -33019; -696;  67; 141; 1527; 14; 1573912863; 0; 1; 1; 0; 1001
24612; 666000; 2325376459; 31484; 2000000; -31484; -696;  146; 640; 1074; 64; 1573912863; 0; 1; 1; 0; 1001
24613; 666000; 2326375039; 30064; 2000000; -30064; -4367;  170; 790; 666; 79; 1573912863; 0; 1; 1; 0; 1001
24614; 666000; 2327322376; 977401; 2000000; 22599; -4367;  152; 612; 299; 61; 1573912863; 0; 1; 1; 0; 1001
24615; 666000; 2328374572; 29597; 2000000; -29597; -4367;  135; 462; -31; 46; 1573912863; 0; 1; 1; 0; 1001
24616; 666000; 2329375323; 30348; 2000000; -30348; -7614;  81; 44; -327; 4; 1573912863; 0; 1; 1; 0; 1001
24617; 666000; 2330378478; 33503; 500000; -33503; -7614;  28; -132; 6; -13; 1573912863; 0; 1; 1; 0; 1001
24618; 666000; 2331317155; 972180; 500000; 27820; -7614;  -16; -159; 305; -15; 1573912863; 0; 1; 1; 0; 1001
24619; 666000; 2332327352; 982377; 500000; 17623; -4459;  -17; -94; 574; -9; 1573912863; 0; 1; 1; 0; 1001
24620; 666000; 2333334436; 989461; 500000; 10539; -4459;  -62; -198; 816; -19; 1573912863; 0; 1; 1; 0; 1001
24621; 666000; 2334332840; 987865; 500000; 12135; -4459;  -101; -387; 1034; -38; 1573912863; 0; 1; 1; 0; 1001
24622; 666000; 2335324165; 979190; 500000; 20810; -1300;  -96; -292; 1230; -29; 1573912863; 0; 1; 1; 0; 1001
24623; 666000; 2336326121; 981146; 500000; 18854; -1300;  -45; -74; 1407; -7; 1573912863; 0; 1; 1; 0; 1001
24624; 666000; 2337325633; 980658; 0; 19342; -1300;  -1; -11; 1566; -1; 1573912863; 0; 1; 1; 0; 1001
24625; 666000; 2338342211; 997236; 2000000; 2764; -792;  43; 55; 1109; 5; 1573912863; 0; 1; 1; 0; 1001
24626; 666000; 2339340320; 995345; 2000000; 4655; -792;  123; 449; 698; 44; 1573912863; 0; 1; 1; 0; 1001
24627; 666000; 2340310323; 965348; 2000000; 34652; -792;  192; 1097; 328; 100; 1573912863; 0; 1; 1; 0; 1001
24628; 666000; 2341324982; 980007; 2000000; 19993; 1806;  286; 2493; -5; 100; 1573912863; 0; 1; 1; 0; 1001
24629; 666000; 2342326853; 981878; 2000000; 18122; 1806;  329; 3283; -304; 100; 1573912863; 0; 1; 1; 0; 1001
24630; 666000; 2343344838; 999863; 2000000; 137; 1597;  363; 3981; -573; 100; 1573912863; 0; 1; 1; 0; 1001
24631; 666000; 2344374540; 29565; 2000000; -29565; 1597;  393; 4659; -815; 100; 1573912863; 0; 1; 1; 0; 1001
24632; 666000; 2345373785; 28810; 2000000; -28810; 1597;  380; 4355; -1033; 100; 1573912863; 0; 1; 1; 0; 1001
24633; 666000; 2346372913; 27938; 2000000; -27938; -2094;  323; 3077; -1229; 100; 1573912863; 0; 1; 1; 0; 1001
24634; 666000; 2347327311; 982336; 2000000; 17664; -2094;  272; 2165; -1406; 100; 1573912863; 0; 1; 1; 0; 1001
24635; 666000; 2348374859; 29884; 2000000; -29884; -2094;  222; 1422; -1565; 100; 1573912863; 0; 1; 1; 0; 1001
24636; 666000; 2349329304; 984329; 2000000; 15671; 126;  205; 1247; -1708; 100; 1573912863; 0; 1; 1; 0; 1001
24637; 666000; 2350376380; 31405; 2000000; -31405; 126;  191; 1079; -1837; 100; 1573912863; 0; 1; 1; 0; 1001
24638; 666000; 2351329353; 984378; 2000000; 15622; 126;  146; 623; -1953; 62; 1573912863; 0; 1; 1; 0; 1001
24639; 666000; 2352315071; 970096; 2000000; 29904; 3848;  153; 759; -2057; 75; 1573912863; 0; 1; 1; 0; 1001
24640; 666000; 2353325938; 980963; 2000000; 19037; 3848;  162; 843; -2151; 84; 1573912863; 0; 1; 1; 0; 1001
24641; 666000; 2354325535; 980560; 2000000; 19440; 3848;  170; 922; -2235; 92; 1573912863; 0; 1; 1; 0; 1001
24642; 666000; 2355321418; 976443; 2000000; 23557; 6311;  208; 1401; -2311; 100; 1573912863; 0; 1; 1; 0; 1001
24643; 666000; 2356325419; 980444; 2000000; 19556; 6311;  287; 2574; -2379; 100; 1573912863; 0; 1; 1; 0; 1001
24644; 666000; 2357341897; 996922; 2000000; 3078; 5906;  351; 3790; -2441; 100; 1573912863; 0; 1; 1; 0; 1001
24645; 666000; 2358340509; 995534; 2000000; 4466; 5726;  405; 5010; -2496; 100; 1573912863; 0; 1; 1; 0; 1001
24646; 666000; 2359306141; 961166; 2000000; 38834; 5726;  424; 5482; -2546; 100; 1573912863; 0; 1; 1; 0; 1001
24647; 666000; 2360307517; 962542; 2000000; 37458; 5726;  441; 5923; -2591; 100; 1573912863; 0; 1; 1; 0; 1001
24648; 666000; 2361336202; 991227; 2000000; 8773; 6106;  460; 6444; -2631; 100; 1573912863; 0; 1; 1; 0; 1001
24649; 666000; 2362337584; 992609; 2000000; 7391; 6266;  433; 5723; -2667; 100; 1573912863; 0; 1; 1; 0; 1001
24650; 666000; 2363344327; 999352; 2000000; 648; 6266;  409; 5117; -2700; 100; 1573912863; 0; 1; 1; 0; 1001
24651; 666000; 2364380458; 35483; 2000000; -35483; 6266;  388; 4614; -2730; 100; 1573912863; 0; 1; 1; 0; 1001
24652; 666000; 2365312686; 967711; 2000000; 32289; 9518;  379; 4472; -2757; 100; 1573912863; 0; 1; 1; 0; 1001
24653; 666000; 2366376529; 31554; 2000000; -31554; 9518;  372; 4314; -2781; 100; 1573912863; 0; 1; 1; 0; 1001
24654; 666000; 2367326953; 981978; 2000000; 18022; 9518;  371; 4291; -2802; 100; 1573912863; 0; 1; 1; 0; 1001
24655; 666000; 2368372892; 27917; 2000000; -27917; 4838;  313; 3007; -2821; 100; 1573912863; 0; 1; 1; 0; 1001
24656; 666000; 2369372616; 27641; 2000000; -27641; 4838;  263; 2143; -2838; 100; 1573912863; 0; 1; 1; 0; 1001
24657; 666000; 2370372224; 27249; 2000000; -27249; 4838;  219; 1507; -2854; 100; 1573912863; 0; 1; 1; 0; 1001
24658; 666000; 2371334213; 989238; 2000000; 10762; 5578;  185; 1109; -2868; 100; 1573912863; 0; 1; 1; 0; 1001
24659; 666000; 2372321234; 976259; 2000000; 23741; 5578;  153; 785; -2881; 78; 1573912863; 0; 1; 1; 0; 1001
24660; 666000; 2373303659; 958684; 2000000; 41316; 5578;  125; 551; -2892; 55; 1573912863; 0; 1; 1; 0; 1001
24661; 666000; 2374334982; 990007; 2000000; 9993; 6129;  108; 443; -2902; 44; 1573912863; 0; 1; 1; 0; 1001
24662; 666000; 2375334964; 989989; 2000000; 10011; 6614;  58; 204; -2911; 20; 1573912863; 0; 1; 1; 0; 1001
24663; 666000; 2376339146; 994171; 2000000; 5829; 6515;  13; 106; -2919; 10; 1573912863; 0; 1; 1; 0; 1001
24664; 666000; 2377320582; 975607; 2000000; 24393; 6515;  -25; 82; -2927; 8; 1573912863; 0; 1; 1; 0; 1001
24665; 666000; 2378307379; 962404; 2000000; 37596; 6515;  -1; 101; -2934; 10; 1573912863; 0; 1; 1; 0; 1001
24666; 666000; 2379303173; 958198; 2000000; 41802; 10925;  74; 353; -2940; 35; 1573912863; 0; 1; 1; 0; 1001
24667; 666000; 2380341390; 996415; 2000000; 3585; 10925;  141; 785; -2946; 78; 1573912863; 0; 1; 1; 0; 1001
24668; 666000; 2381374172; 29197; 2000000; -29197; 10925;  190; 1272; -2951; 100; 1573912863; 0; 1; 1; 0; 1001
